task_id,node_name,automation_share,automation_pct,augmentation_pct,pct,ai_autonomy_mean,human_only_time_mean,human_with_ai_time_mean
22944,"Develop and document security procedures, policies, or standards.",34.62,34.62,65.38,0.0,2.73,5.72,57.15
22945,Explain company policies and procedures to staff using oral or written communication.,33.33,33.33,66.67,0.0,2.35,1.86,24.69
23025,"Prepare charges or responses to charges, or information for court cases, according to formalized procedures.",32.0,32.0,68.0,0.0,2.6,7.66,57.73
23029,Prepare reports that detail investigation findings.,40.91,40.91,59.09,0.0,2.77,5.52,46.38
23041,Notify command of situation and request assistance.,,,,0.0,2.72,0.54,4.0
23046,"Determine scope, timing, and direction of investigations.",79.66,79.66,20.34,0.0,2.55,5.63,59.89
23050,Examine records to locate links in chains of evidence or information.,54.55,54.55,45.45,0.0,2.68,12.65,80.95
23053,Record facts to prepare reports that document incidents and activities.,53.57,53.57,46.43,0.0,2.45,3.64,44.83
23055,Investigate illegal or suspicious activities.,59.09,59.09,40.91,0.0,2.96,5.59,47.36
23064,Evaluate complaint and emergency-request information to determine response requirements.,83.61,83.61,16.39,0.0,2.58,1.21,19.29
23074,Inform citizens of community services and recommend options to facilitate longer-term problem resolution.,48.45,48.45,51.55,0.01,2.49,0.92,12.62
23097,"Talk to children's parents or guardians about problematic behaviors, emotional or developmental problems, or related issues.",50.32,50.32,49.68,0.01,2.85,1.89,47.58
23099,"Communicate with customers regarding orders, comments, and complaints.",49.05,46.13,47.92,0.01,2.41,1.84,36.58
23134,"Explain and interpret house rules, such as game rules or betting limits, for patrons.",12.31,12.31,87.69,0.0,2.35,0.77,14.17
23138,Record the specifics of malfunctioning machines and document malfunctions needing repair.,71.87,71.88,28.13,0.0,2.78,2.45,27.31
23146,Evaluate workers' performance and prepare written performance evaluations.,39.02,39.02,60.98,0.0,2.68,3.68,30.7
2315,"Supply guests or travelers with directions, travel information, and other information, such as available services and points of interest.",76.84,76.84,23.16,0.01,2.84,1.03,14.1
23157,Analyze and record personnel or operational data and write related activity reports.,67.79,66.67,31.68,0.03,2.98,3.21,19.79
23160,Collaborate with staff members to plan or develop programs of events or schedules of activities.,28.53,28.53,71.47,0.03,2.87,6.63,51.83
23162,Furnish customers with information on events or activities.,58.33,58.33,41.67,0.0,2.71,1.11,9.4
23169,Provide staff with assistance in performing difficult or complicated duties.,29.73,29.73,70.27,0.0,2.2,3.73,83.4
23178,"Inform management about problems, such as employee disputes.",56.76,56.76,43.24,0.0,2.64,1.93,25.2
23184,Offer counsel and comfort to bereaved families or friends.,45.28,48.16,58.21,0.01,2.92,1.96,70.17
23193,Monitor markets or positions.,96.15,96.15,3.85,0.01,2.97,1.75,10.86
23195,Keep accurate records of transactions.,90.91,90.91,9.09,0.0,2.95,2.88,31.77
23197,Complete sales order tickets and submit for processing of client-requested transactions.,100.0,100.0,0.0,0.0,2.81,0.66,12.89
23199,"Interview clients to determine clients' assets, liabilities, cash flow, insurance coverage, tax status, or financial objectives.",55.0,55.0,45.0,0.0,2.56,2.16,18.31
23200,Discuss financial options with clients and keep them informed about transactions.,24.94,25.49,76.71,0.02,2.33,2.01,31.41
23201,Determine customers' financial services needs and prepare proposals to sell services that address these needs.,18.52,18.52,81.48,0.0,2.89,9.4,28.25
23206,Contact prospective customers to present information and explain available services.,71.93,71.93,28.07,0.01,3.07,3.71,29.25
23208,"Track and analyze factors that affect price movement, such as trade policies, weather conditions, political developments, or supply and demand changes.",55.82,55.82,44.18,0.07,2.7,6.78,49.23
23210,Offer advice on the purchase or sale of particular securities.,32.26,32.26,67.74,0.0,2.32,3.87,56.94
23211,Evaluate costs and revenue of agreements to determine continued profitability.,25.64,25.64,74.36,0.0,2.68,8.82,76.66
23212,Explain stock market terms or trading practices to clients.,7.55,7.55,92.45,0.02,2.38,1.3,17.37
23213,Calculate costs for billings or commissions.,30.77,30.77,69.23,0.0,2.54,2.41,25.35
23214,Prepare financial reports to monitor client or corporate finances.,52.57,52.57,47.43,0.03,3.31,7.94,33.26
23215,"Supply the latest price quotes on any security, as well as information on the activities or financial positions of the corporations issuing these securities.",47.62,47.62,52.38,0.0,2.48,3.05,44.95
23219,Prepare and send requests for price quotations to all companies in a particular market.,29.41,29.41,70.59,0.0,2.78,3.11,26.81
23222,"Answer customers' questions about services, prices, availability, or credit terms.",55.39,55.39,44.61,0.09,2.4,0.53,6.55
23224,Compute and compare costs of services.,46.5,46.55,53.55,0.01,2.58,2.76,26.73
23225,Consult with clients after sales or contract signings to resolve problems and provide ongoing support.,62.46,62.46,37.54,0.01,2.34,3.89,95.8
23226,Contact prospective or existing customers to discuss how services can meet their needs.,71.98,71.98,28.02,0.01,2.91,3.54,28.79
23228,Develop sales presentations or proposals to explain service specifications.,34.61,34.61,65.39,0.07,2.91,8.07,53.5
23230,Emphasize or recommend service features based on knowledge of customers' needs and vendor capabilities and limitations.,42.8,42.8,57.2,0.13,2.66,2.64,28.37
23232,Inform customers of contracts or other information pertaining to purchased services.,30.79,30.79,69.21,0.01,2.47,3.33,39.21
23233,Maintain customer records using automated systems.,88.0,88.0,12.0,0.0,3.08,2.3,25.13
23234,"Monitor market conditions, innovations, and competitors' services, prices, and sales.",90.32,90.32,9.68,0.0,3.81,2.75,3.61
23236,"Quote prices, credit terms, contract terms, or fulfillment dates for services.",37.84,37.84,62.16,0.0,2.66,2.51,39.05
23238,Verify accuracy of billing data and revise any errors.,62.3,62.3,37.7,0.0,2.71,3.97,29.39
23240,"Prepare itemized statements, bills, or invoices and record amounts due for items purchased or services rendered.",49.71,47.27,47.83,0.0,3.07,5.66,29.71
23241,"Perform bookkeeping work, including posting data or keeping other records concerning costs of goods or services or the shipment of goods.",75.0,75.0,25.0,0.0,3.2,8.13,37.84
23246,Keep records of invoices and support documents.,76.71,76.71,23.29,0.0,2.84,3.86,20.77
23248,Monitor equipment to ensure proper operation.,100.0,100.0,0.0,0.0,2.44,0.22,0.94
23255,"Consult sources, such as rate books, manuals, or insurance company representatives, to determine specific charges or information such as rules, regulations, or government tax and tariff information.",45.57,45.57,54.43,0.0,2.72,3.88,26.94
23257,"Update manuals when rates, rules, or regulations are amended.",42.31,42.31,57.69,0.0,3.06,7.46,25.99
2326,"Page guests in hotel lobbies, dining rooms, or other areas.",,,,0.0,1.73,0.22,0.2
23260,Review compiled data on operating costs and revenues to set rates.,28.18,28.18,71.82,0.01,2.75,5.12,34.74
23262,"Answer inquiries regarding rates, routing, or procedures.",30.48,30.48,69.52,0.0,2.35,1.15,15.95
23263,"Compile reports of cost factors, such as labor, production, storage, and equipment.",37.87,37.87,62.13,0.0,3.2,10.13,36.97
23264,"Create billing documents, shipping labels, credit memorandums, or credit forms.",43.7,43.7,56.3,0.01,2.94,3.3,23.52
23268,"Verify the authenticity of documents, such as foreign identification or immigration documents.",57.14,66.67,50.0,0.0,2.88,2.89,9.38
23269,Record and edit the minutes of meetings and distribute to appropriate officials or staff members.,63.64,63.64,36.36,0.0,2.87,3.18,18.62
23273,"Answer questions or provide advice to the public regarding licensing policies, procedures, or regulations.",40.69,40.69,59.31,0.02,2.3,1.31,21.46
23274,Prepare meeting agendas or packets of related information.,48.01,48.01,51.99,0.1,3.0,5.04,30.95
23275,"Prepare and issue orders of the court, such as probation orders, release documentation, sentencing information, or summonses.",62.96,62.96,37.04,0.0,2.7,4.84,27.63
23276,"Prepare ordinances, resolutions, or proclamations so that they can be executed, recorded, archived, or distributed.",55.56,55.56,44.44,0.0,3.06,5.04,30.44
23279,"Perform budgeting duties, such as assisting in budget preparation, expenditure review, or budget administration.",36.75,36.75,63.25,0.01,2.65,6.51,59.66
23281,Prepare documents recording the outcomes of court proceedings.,52.73,52.73,47.27,0.0,2.91,3.85,26.78
23282,Examine legal documents submitted to courts for adherence to laws or court procedures.,43.23,39.39,51.72,0.0,2.58,4.16,39.8
23286,"Search files and contact witnesses, attorneys, or litigants to obtain information for the court.",56.94,56.67,42.86,0.0,2.67,17.85,30.75
23288,"Answer inquiries from the general public regarding judicial procedures, court appearances, trial dates, adjournments, outstanding warrants, summonses, subpoenas, witness fees, or payment of fines.",35.42,35.42,64.58,0.0,2.31,1.23,22.7
2329,Complete baggage insurance forms.,65.99,65.99,34.01,0.0,2.77,0.92,7.37
23297,Keep records of customers' charges and payments.,60.0,60.0,40.0,0.0,2.87,6.65,28.73
23298,Compile and analyze credit information gathered by investigation.,50.62,50.63,49.38,0.0,2.66,4.15,40.9
23305,"Examine city directories and public records to verify residence property ownership, bankruptcies, liens, arrest record, or unpaid taxes of applicants.",67.45,78.95,38.1,0.0,3.0,6.04,69.16
2331,"Support children's emotional and social development, encouraging understanding of others and positive self-concepts.",40.57,40.57,59.43,0.0,2.86,2.01,39.64
23311,Prepare reports of findings and recommendations.,34.62,34.62,65.38,0.0,2.92,10.18,86.19
23314,Calculate amount of claim.,53.33,53.33,46.67,0.0,2.44,1.52,16.5
23320,"Organize or work with detailed office or warehouse records, using computers to enter, access, search or retrieve data.",77.54,80.28,23.26,0.04,3.01,3.66,19.77
23321,"Provide customer service, such as limited instructions on proceeding with claims or referrals to auto repair facilities or local contractors.",57.58,57.58,42.42,0.0,2.36,1.24,34.06
23326,"Transcribe data to worksheets, and enter data into computer for use in preparing documents and adjusting accounts.",67.81,67.81,32.19,0.04,3.17,3.97,18.23
23329,"Process, prepare, and submit business or government forms, such as submitting applications for coverage to insurance carriers.",55.56,55.56,44.44,0.0,2.78,5.85,67.06
23334,"Compose business correspondence for supervisors, managers, and professionals.",44.8,44.8,55.2,0.76,2.45,1.66,23.65
23336,"Calculate premiums, refunds, commissions, adjustments, or new reserve requirements, using insurance rate standards.",42.86,42.86,57.14,0.0,2.47,2.18,24.06
23337,Enter insurance- and claims-related information into database systems.,85.71,85.71,14.29,0.0,3.19,2.89,25.79
23343,"Observe animals for signs of illness, injury, or unusual behavior, notifying veterinarians or managers as warranted.",71.43,71.43,28.57,0.0,2.75,0.65,21.54
23351,"Inspect crops, fields, or plant stock to determine conditions and need for cultivating, spraying, weeding, or harvesting.",69.23,69.23,30.77,0.0,2.5,0.51,16.81
